ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD kg CO2e/common unit,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage kgCO2e/(common unit),Common Unit: kgCO2e / _,WWF Storage Factor kgCO2e/kgC,Carbon content kgC/unit,Units: kgC / _,Biogenic CO2 kg - full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity
W/(mK)",Moisture content %,Mass (kg),Length (m) ,Width (m) ,Depth (m) ,Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,CSI MasterFormat,EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,
7de1da,"Concrete – 0-25 MPa, Canadian Benchmark Average / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G22),IF(G22<TODAY(),""""Expired """"&TO_TEXT(G22),),ISNUMBER(G22), IF(G22<YEAR(TODAY()),""""Expired """"&G22,),ISBLANK(G22),)""),""Expired 01-2022"")","Concrete - 0-25 MPa, Canadian Benchmark Average",CRMCA,Can. Avg.,,Mix #3,,CAN,44231,304.52,m3,304.52,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
4e0f8a,"Concrete – 0-25 MPa, 0-14% FA/SL, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G23),IF(G23<TODAY(),""""Expired """"&TO_TEXT(G23),),ISNUMBER(G23), IF(G23<YEAR(TODAY()),""""Expired """"&G23,),ISBLANK(G23),)""),""Expired 01-2022"")","Concrete - 0-25 MPa, 0-14% FA/SL, GU",CRMCA,Can. Avg.,,Avg of #1 with and #2 without air,,CAN,44231,320.39,m3,320.39,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
e72bcd,"Concrete – 0-25 MPa, 15-29% Fly Ash, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G24),IF(G24<TODAY(),""""Expired """"&TO_TEXT(G24),),ISNUMBER(G24), IF(G24<YEAR(TODAY()),""""Expired """"&G24,),ISBLANK(G24),)""),""Expired 01-2022"")","Concrete - 0-25 MPa, 15-29% Fly Ash, GU",CRMCA,Can. Avg.,,Avg of #4 with and #6 without air,,CAN,44231,289.115,m3,289.115,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
6ed061,"Concrete – 0-25 MPa, 25-34% Slag, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G25),IF(G25<TODAY(),""""Expired """"&TO_TEXT(G25),),ISNUMBER(G25), IF(G25<YEAR(TODAY()),""""Expired """"&G25,),ISBLANK(G25),)""),""Expired 01-2022"")","Concrete - 0-25 MPa, 25-34% Slag, GU",CRMCA,Can. Avg.,,Avg of #12 with and #14 without air,,CAN,44231,262.24,m3,262.24,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
d873ca,"Concrete – 0-25 MPa, 30-40% Fly Ash, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G26),IF(G26<TODAY(),""""Expired """"&TO_TEXT(G26),),ISNUMBER(G26), IF(G26<YEAR(TODAY()),""""Expired """"&G26,),ISBLANK(G26),)""),""Expired 01-2022"")","Concrete - 0-25 MPa, 30-40% Fly Ash, GU",CRMCA,Can. Avg.,,Avg of #8 with and #10 without air,,CAN,44231,255.305,m3,255.305,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
b069b6,"Concrete – 0-25 MPa, 35-50% Slag, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G27),IF(G27<TODAY(),""""Expired """"&TO_TEXT(G27),),ISNUMBER(G27), IF(G27<YEAR(TODAY()),""""Expired """"&G27,),ISBLANK(G27),)""),""Expired 01-2022"")","Concrete - 0-25 MPa, 35-50% Slag, GU",CRMCA,Can. Avg.,,Avg of #16 with and #18 without air,,CAN,44231,238.985,m3,238.985,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
897eab,"Concrete – 26-30 MPa, Canadian Benchmark Average / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G28),IF(G28<TODAY(),""""Expired """"&TO_TEXT(G28),),ISNUMBER(G28), IF(G28<YEAR(TODAY()),""""Expired """"&G28,),ISBLANK(G28),)""),""Expired 01-2022"")","Concrete – 26-30 MPa, Canadian Benchmark Average",CRMCA,Can. Avg.,,Mix #22,,CAN,44231,349.68,m3,349.68,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
be7b88,"Concrete – 26-30 MPa, 0-14% FA/SL, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G29),IF(G29<TODAY(),""""Expired """"&TO_TEXT(G29),),ISNUMBER(G29), IF(G29<YEAR(TODAY()),""""Expired """"&G29,),ISBLANK(G29),)""),""Expired 01-2022"")","Concrete – 26-30 MPa, 0-14% FA/SL, GU",CRMCA,Can. Avg.,,Avg of #20 with and #21 without air,,CAN,44231,360.3,m3,360.3,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
38d491,"Concrete – 26-30 MPa, 15-29% Fly Ash, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G30),IF(G30<TODAY(),""""Expired """"&TO_TEXT(G30),),ISNUMBER(G30), IF(G30<YEAR(TODAY()),""""Expired """"&G30,),ISBLANK(G30),)""),""Expired 01-2022"")","Concrete – 26-30 MPa, 15-29% Fly Ash, GU",CRMCA,Can. Avg.,,Avg of #23 with and #25 without air,,CAN,44231,324.485,m3,324.485,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
a6839d,"Concrete – 26-30 MPa, 25-34% Slag, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G31),IF(G31<TODAY(),""""Expired """"&TO_TEXT(G31),),ISNUMBER(G31), IF(G31<YEAR(TODAY()),""""Expired """"&G31,),ISBLANK(G31),)""),""Expired 01-2022"")","Concrete – 26-30 MPa, 25-34% Slag, GU",CRMCA,Can. Avg.,,Avg of #31 with and #33 without air,,CAN,44231,293.71,m3,293.71,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
814de3,"Concrete – 26-30 MPa, 30-40% Fly Ash, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G32),IF(G32<TODAY(),""""Expired """"&TO_TEXT(G32),),ISNUMBER(G32), IF(G32<YEAR(TODAY()),""""Expired """"&G32,),ISBLANK(G32),)""),""Expired 01-2022"")","Concrete – 26-30 MPa, 30-40% Fly Ash, GU",CRMCA,Can. Avg.,,Avg of #27 with and #29 without air,,CAN,44231,285.765,m3,285.765,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
b1d6d5,"Concrete – 26-30 MPa, 35-50% Slag, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G33),IF(G33<TODAY(),""""Expired """"&TO_TEXT(G33),),ISNUMBER(G33), IF(G33<YEAR(TODAY()),""""Expired """"&G33,),ISBLANK(G33),)""),""Expired 01-2022"")","Concrete – 26-30 MPa, 35-50% Slag, GU",CRMCA,Can. Avg.,,Avg of #35 with and #37 without air,,CAN,44231,267.08,m3,267.08,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
dad6dc,"Concrete – 31-35 MPa, Canadian Benchmark Average / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G34),IF(G34<TODAY(),""""Expired """"&TO_TEXT(G34),),ISNUMBER(G34), IF(G34<YEAR(TODAY()),""""Expired """"&G34,),ISBLANK(G34),)""),""Expired 01-2022"")","CONCRETE – 31-35 MPa – CANADA, Canadian Benchmark Average",CRMCA,Can. Avg.,,Mix #41,,CAN,44231,417.05,m3,417.05,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
ad41fc,"Concrete – 31-35 MPa, 0-14% FA/SL, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G35),IF(G35<TODAY(),""""Expired """"&TO_TEXT(G35),),ISNUMBER(G35), IF(G35<YEAR(TODAY()),""""Expired """"&G35,),ISBLANK(G35),)""),""Expired 01-2022"")","CONCRETE – 31-35 MPa – CANADA, 0-14% FA/SL, GU",CRMCA,Can. Avg.,,Avg of #39 with and #40 without air,,CAN,44231,418.2,m3,418.2,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
cfa664,"Concrete – 31-35 MPa, 15-29% Fly Ash, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G36),IF(G36<TODAY(),""""Expired """"&TO_TEXT(G36),),ISNUMBER(G36), IF(G36<YEAR(TODAY()),""""Expired """"&G36,),ISBLANK(G36),)""),""Expired 01-2022"")","CONCRETE – 31-35 MPa – CANADA, 15-29% Fly Ash, GU",CRMCA,Can. Avg.,,Avg of #42 with and #44 without air,,CAN,44231,375.775,m3,375.775,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
43fc51,"Concrete – 31-35 MPa, 25-34% Slag, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G37),IF(G37<TODAY(),""""Expired """"&TO_TEXT(G37),),ISNUMBER(G37), IF(G37<YEAR(TODAY()),""""Expired """"&G37,),ISBLANK(G37),)""),""Expired 01-2022"")","CONCRETE – 31-35 MPa – CANADA, 25-34% Slag, GU",CRMCA,Can. Avg.,,Avg of #50 with and #52 without air,,CAN,44231,339.325,m3,339.325,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
dac0ae,"Concrete – 31-35 MPa, 30-40% Fly Ash, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G38),IF(G38<TODAY(),""""Expired """"&TO_TEXT(G38),),ISNUMBER(G38), IF(G38<YEAR(TODAY()),""""Expired """"&G38,),ISBLANK(G38),)""),""Expired 01-2022"")","CONCRETE – 31-35 MPa – CANADA, 30-40% Fly Ash, GU",CRMCA,Can. Avg.,,Avg of #46 with and #48 without air,,CAN,44231,329.915,m3,329.915,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
1ea5e4,"Concrete – 31-35 MPa, 35-50% Slag, GU / CRMCA [Industry Avg | CA]",TRUE,FALSE,TRUE,FALSE,44567,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G39),IF(G39<TODAY(),""""Expired """"&TO_TEXT(G39),),ISNUMBER(G39), IF(G39<YEAR(TODAY()),""""Expired """"&G39,),ISBLANK(G39),)""),""Expired 01-2022"")","CONCRETE – 31-35 MPa – CANADA, 35-50% Slag, GU",CRMCA,Can. Avg.,,Avg of #54 with and #56 without air,,CAN,44231,307.775,m3,307.775,m3,m³,ft³,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,,
949348,"Concrete - 0-2500 psi, Standard mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G40),IF(G40<TODAY(),""""Expired """"&TO_TEXT(G40),),ISNUMBER(G40), IF(G40<YEAR(TODAY()),""""Expired """"&G40,),ISBLANK(G40),)""),""Expired 2024"")","Concrete - 0-2500 psi, Standard mix",NRMCA,N.A. Avg.,,0000-2500-00-FA/SL,,US,45315,279.56,m3,279.56,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
b7e1fe,"Concrete - 0-2500 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G41),IF(G41<TODAY(),""""Expired """"&TO_TEXT(G41),),ISNUMBER(G41), IF(G41<YEAR(TODAY()),""""Expired """"&G41,),ISBLANK(G41),)""),""Expired 2024"")","Concrete - 0-2500 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,0000-2500-20-FA,,US,45315,241.63,m3,241.63,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
d6132a,"Concrete - 0-2500 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G42),IF(G42<TODAY(),""""Expired """"&TO_TEXT(G42),),ISNUMBER(G42), IF(G42<YEAR(TODAY()),""""Expired """"&G42,),ISBLANK(G42),)""),""Expired 2024"")","Concrete - 0-2500 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,0000-2500-30-FA/SL,,US,45315,=(221.18+219.66)/2,m3,220.42,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
921b8b,"Concrete - 0-2500 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G43),IF(G43<TODAY(),""""Expired """"&TO_TEXT(G43),),ISNUMBER(G43), IF(G43<YEAR(TODAY()),""""Expired """"&G43,),ISBLANK(G43),)""),""Expired 2024"")","Concrete - 0-2500 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,0000-2500-40-FA/SL,,US,45315,=(199.65+199.8)/2,m3,199.725,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
1a5a48,"Concrete - 0-2500 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G44),IF(G44<TODAY(),""""Expired """"&TO_TEXT(G44),),ISNUMBER(G44), IF(G44<YEAR(TODAY()),""""Expired """"&G44,),ISBLANK(G44),)""),""Expired 2024"")","Concrete - 0-2500 psi, >50% SCM mix",NRMCA,N.A. Avg.,,0000-2500-50-FA/SL,,US,45315,178.72,m3,178.72,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
43fe24,"Concrete - 2501-3000 psi, Standard mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G45),IF(G45<TODAY(),""""Expired """"&TO_TEXT(G45),),ISNUMBER(G45), IF(G45<YEAR(TODAY()),""""Expired """"&G45,),ISBLANK(G45),)""),""Expired 2024"")","Concrete - 2501-3000 psi, Standard mix",NRMCA,N.A. Avg.,,2501-3000-00-FA/SL,,US,45315,311.39,m3,311.39,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
a7c43b,"Concrete - 2501-3000 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G46),IF(G46<TODAY(),""""Expired """"&TO_TEXT(G46),),ISNUMBER(G46), IF(G46<YEAR(TODAY()),""""Expired """"&G46,),ISBLANK(G46),)""),""Expired 2024"")","Concrete - 2501-3000 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,2501-3000-20-FA,,US,45315,268.41,m3,268.41,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
809f93,"Concrete - 2501-3000 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G47),IF(G47<TODAY(),""""Expired """"&TO_TEXT(G47),),ISNUMBER(G47), IF(G47<YEAR(TODAY()),""""Expired """"&G47,),ISBLANK(G47),)""),""Expired 2024"")","Concrete - 2501-3000 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,2501-3000-30-FA/SL,,US,45315,=(245.16+243.44)/2,m3,244.3,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
c50635,"Concrete - 2501-3000 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G48),IF(G48<TODAY(),""""Expired """"&TO_TEXT(G48),),ISNUMBER(G48), IF(G48<YEAR(TODAY()),""""Expired """"&G48,),ISBLANK(G48),)""),""Expired 2024"")","Concrete - 2501-3000 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,2501-3000-40-FA/SL,,US,45315,=(220.73+220.91)/2,m3,220.82,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
900b85,"Concrete - 2501-3000 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G49),IF(G49<TODAY(),""""Expired """"&TO_TEXT(G49),),ISNUMBER(G49), IF(G49<YEAR(TODAY()),""""Expired """"&G49,),ISBLANK(G49),)""),""Expired 2024"")","Concrete - 2501-3000 psi, >50% SCM mix",NRMCA,N.A. Avg.,,2501-3000-50-FA/SL,,US,45315,197.09,m3,197.09,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33333,"Concrete - 3001-4000 psi, Standard mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G50),IF(G50<TODAY(),""""Expired """"&TO_TEXT(G50),),ISNUMBER(G50), IF(G50<YEAR(TODAY()),""""Expired """"&G50,),ISBLANK(G50),)""),""Expired 2024"")","Concrete - 3001-4000 psi, Standard mix",NRMCA,N.A. Avg.,,3001-4000-00-FA/SL,,US,45308,383.6,m3,383.6,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33334,"Concrete - 3001-4000 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G51),IF(G51<TODAY(),""""Expired """"&TO_TEXT(G51),),ISNUMBER(G51), IF(G51<YEAR(TODAY()),""""Expired """"&G51,),ISBLANK(G51),)""),""Expired 2024"")","Concrete - 3001-4000 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,3001-4000-20-FA,,US,45308,329.16,m3,329.16,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33335,"Concrete - 3001-4000 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G52),IF(G52<TODAY(),""""Expired """"&TO_TEXT(G52),),ISNUMBER(G52), IF(G52<YEAR(TODAY()),""""Expired """"&G52,),ISBLANK(G52),)""),""Expired 2024"")","Concrete - 3001-4000 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,3001-4000-30-FA/SL,,US,45308,"=AVERAGE(299.71,297.54)",m3,298.625,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33336,"Concrete - 3001-4000 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G53),IF(G53<TODAY(),""""Expired """"&TO_TEXT(G53),),ISNUMBER(G53), IF(G53<YEAR(TODAY()),""""Expired """"&G53,),ISBLANK(G53),)""),""Expired 2024"")","Concrete - 3001-4000 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,3001-4000-40-FA/SL,,US,45308,"=AVERAGE(268.75,268.97)",m3,268.86,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33337,"Concrete - 3001-4000 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G54),IF(G54<TODAY(),""""Expired """"&TO_TEXT(G54),),ISNUMBER(G54), IF(G54<YEAR(TODAY()),""""Expired """"&G54,),ISBLANK(G54),)""),""Expired 2024"")","Concrete - 3001-4000 psi, >50% SCM mix",NRMCA,N.A. Avg.,,3001-4000-50-FA/SL,,US,45308,238.71,m3,238.71,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33338,"Concrete - 4001-5000 psi, Standard mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G55),IF(G55<TODAY(),""""Expired """"&TO_TEXT(G55),),ISNUMBER(G55), IF(G55<YEAR(TODAY()),""""Expired """"&G55,),ISBLANK(G55),)""),""Expired 2024"")","Concrete - 4001-5000 psi, Standard mix",NRMCA,N.A. Avg.,,4001-5000-00-FA/SL,,US,45308,468.89,m3,468.89,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33339,"Concrete - 4001-5000 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G56),IF(G56<TODAY(),""""Expired """"&TO_TEXT(G56),),ISNUMBER(G56), IF(G56<YEAR(TODAY()),""""Expired """"&G56,),ISBLANK(G56),)""),""Expired 2024"")","Concrete - 4001-5000 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,4001-5000-20-FA,,US,45308,401.04,m3,401.04,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33340,"Concrete - 4001-5000 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G57),IF(G57<TODAY(),""""Expired """"&TO_TEXT(G57),),ISNUMBER(G57), IF(G57<YEAR(TODAY()),""""Expired """"&G57,),ISBLANK(G57),)""),""Expired 2024"")","Concrete - 4001-5000 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,4001-5000-30-FA/SL,,US,45308,"=AVERAGE(364.37,361.67)",m3,363.02,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
s33341,"Concrete - 4001-5000 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",TRUE,FALSE,TRUE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G58),IF(G58<TODAY(),""""Expired """"&TO_TEXT(G58),),ISNUMBER(G58), IF(G58<YEAR(TODAY()),""""Expired """"&G58,),ISBLANK(G58),)""),""Expired 2024"")","Concrete - 4001-5000 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,4001-5000-40-FA/SL,,US,45308,"=AVERAGE(325.65,325.93)",m3,325.79,m3,m³,ft³,,0,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,,
