beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL
dc197c,EPD-087,,,,,,,2023,,Spray polyurethane foam - High Density - HFC gas filled,SPFA,,R 6.3/inch,,,US & CA,,17.02,m2•RSI,,,,,,,,,,,,,,,52,kg/m3,,,6.3,0.02289225397,,,,,,,,Polyurethane,,,,,EPD-087,Industry average,,ASTM International,,,,,,,,,,
CMU004,EPD-088,,,,,,,2024-01-07,,CMU - Normal weight,Brampton Brick (Boehmers),"8"" CarboClave Block",8 x 8 x 16,,CA,US & CA,,256,m3,,,,,,,,,,,,,,,1750,kg/m3,186,kg/m2 of wall,,,,,0.390,0.190,0.190,,,,,,,,EPD-088,Product-specific,Boehmers,Athena Sustainable Materials Institute,ASTM International,External,Timothy S. Brooke,,"ASTM International, Product Category Rules For Preparing an Environmental Product Declaration For Manufactured Concrete and Concrete Masonry Products",,"TRACI, version 2.1)",,ND,
CMU005,EPD-088,,,,,,,2024-01-07,,CMU - Normal weight,Brampton Brick (Boehmers),"8"" CarboClave Block",8 x 8 x 16,,CA,US & CA,,196,m3,,,,,,,,,,,,,,,2100,kg/m3,223,kg/m2 of wall,,,,,0.390,0.190,0.190,,,,,,,,EPD-088,Product-specific,Boehmers,Athena Sustainable Materials Institute,ASTM International,External,Timothy S. Brooke,,"ASTM International, Product Category Rules For Preparing an Environmental Product Declaration For Manufactured Concrete and Concrete Masonry Products",,"TRACI, version 2.1)",,ND,
1ea5e4,EPD10092,,,,,,,01-2022,,"CONCRETE – 31-35 MPa – CANADA, 35-50% Slag, GU",CRMCA,Can. Avg.,,,,CAN,,307.8,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
38d491,EPD10092,,,,,,,01-2022,,"Concrete – 26-30 MPa, 15-29% Fly Ash, GU",CRMCA,Can. Avg.,,,,CAN,,324.5,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
43fc51,EPD10092,,,,,,,01-2022,,"CONCRETE – 31-35 MPa – CANADA, 25-34% Slag, GU",CRMCA,Can. Avg.,,,,CAN,,339.3,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
4e0f8a,EPD10092,,,,,,,01-2022,,"Concrete - 0-25 MPa, 0-14% FA/SL, GU",CRMCA,Can. Avg.,,,,CAN,,320.4,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
6ed061,EPD10092,,,,,,,01-2022,,"Concrete - 0-25 MPa, 25-34% Slag, GU",CRMCA,Can. Avg.,,,,CAN,,262.2,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
7de1da,EPD10092,,,,,,,01-2022,,"Concrete - 0-25 MPa, Canadian Benchmark Average",CRMCA,Can. Avg.,,,,CAN,,304.5,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
814de3,EPD10092,,,,,,,01-2022,,"Concrete – 26-30 MPa, 30-40% Fly Ash, GU",CRMCA,Can. Avg.,,,,CAN,,285.8,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
897eab,EPD10092,,,,,,,01-2022,,"Concrete – 26-30 MPa, Canadian Benchmark Average",CRMCA,Can. Avg.,,,,CAN,,349.7,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
a6839d,EPD10092,,,,,,,01-2022,,"Concrete – 26-30 MPa, 25-34% Slag, GU",CRMCA,Can. Avg.,,,,CAN,,293.7,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
ad41fc,EPD10092,,,,,,,01-2022,,"CONCRETE – 31-35 MPa – CANADA, 0-14% FA/SL, GU",CRMCA,Can. Avg.,,,,CAN,,418.2,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
b069b6,EPD10092,,,,,,,01-2022,,"Concrete - 0-25 MPa, 35-50% Slag, GU",CRMCA,Can. Avg.,,,,CAN,,239.0,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
b1d6d5,EPD10092,,,,,,,01-2022,,"Concrete – 26-30 MPa, 35-50% Slag, GU",CRMCA,Can. Avg.,,,,CAN,,267.1,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
be7b88,EPD10092,,,,,,,01-2022,,"Concrete – 26-30 MPa, 0-14% FA/SL, GU",CRMCA,Can. Avg.,,,,CAN,,360.3,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
cfa664,EPD10092,,,,,,,01-2022,,"CONCRETE – 31-35 MPa – CANADA, 15-29% Fly Ash, GU",CRMCA,Can. Avg.,,,,CAN,,375.8,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
d873ca,EPD10092,,,,,,,01-2022,,"Concrete - 0-25 MPa, 30-40% Fly Ash, GU",CRMCA,Can. Avg.,,,,CAN,,255.3,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
dac0ae,EPD10092,,,,,,,01-2022,,"CONCRETE – 31-35 MPa – CANADA, 30-40% Fly Ash, GU",CRMCA,Can. Avg.,,,,CAN,,329.9,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
dad6dc,EPD10092,,,,,,,01-2022,,"CONCRETE – 31-35 MPa – CANADA, Canadian Benchmark Average",CRMCA,Can. Avg.,,,,CAN,,417.1,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
e72bcd,EPD10092,,,,,,,01-2022,,"Concrete - 0-25 MPa, 15-29% Fly Ash, GU",CRMCA,Can. Avg.,,,,CAN,,289.1,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10092,Industry average,,NSF,,,,,,,,,,
LVT004,EPD10156,,,,,,,2024-06-02,,Luxury Vinyl Tile,Parterre Flooring,Dryback LVT,Tile or plank - 5mm,,US,US & CA,,10.9,m²,,,,,,,,,,,,,,,10.3,kg/m2,,,,,,10.1,,,0.005,,,Vinyl,,,,,EPD10156,Product-specific,Parterre Flooring,WAP Sustainability Consulting,NSF International,External,Jenny Oorbeck,,"Part B: Flooring EPD Requirements. UL 10010-7, September 28, 2019",TRACI 2.1,GaBi 8.7.0.18,"GaBi Database Version 8.7, Service Pack 36",30,
LVT009,EPD10158,,,,,,,2024-06-02,,Rigid core vinyl flooring,Parterre Flooring,Rigid Core Click,Tile or plank - 5mm,,US,US & CA,,6.52,m²,,,,,,,,,,,,,,,6.71,kg/m2,,,,,,6.54,1.213,0.177,0.005,,,Vinyl,,,,,EPD10158,Product-specific,Parterre Flooring,WAP Sustainability Consulting,NSF International,External,Jenny Oorbeck,,"Part B: Flooring EPD Requirements. UL 10010-7, September 28, 2019",TRACI 2.1,GaBi 8.7.0.18,"GaBi Database Version 8.7, Service Pack 36",30,
GYP002,EPD10268,,,,,,,2024-10-07,,Gypsum panels - glass mat,Georgia-Pacific Gypsum LLC,"5/8"" DensGlass® Fireguard® Sheathing Gypsum Panel","5/8""",,US,US & CA,,454,92.9m2,,,,,,,,,,,,,,,12.68,kg/m2,,,,,,,,,,,,Gypsum,,,,,EPD10268,Product-specific,Georgia-Pacific Gypsum LLC,Georgia-Pacific LLC,"NSF Certification, LLC",External,Jenny Oorbeck & Jack Geibig – EcoForm,--,"Product Category Rules for North American
Gypsum Boards – Gypsum PCR-2019: v1.
ISO 21930 Sustainability in building construction",TRACI 2.1,GaBi 9.5.2.49,"GaBi Database, Service Pack 42",60,
CER001,EPD10277,,,,,,,2024-12-06,,Ceramic tile,American Wonder Porcelain,Procelain - recycled content,Standard and Second grade,,US,US & CA,,11.5,m²,,,,,,,,,,,,,,,20.105,kg/m2,,,,,,,,,0.0089,,,Porcelain,,,,,EPD10277,Product-specific,American Wonder Porcelain,,NSF,External,Jack Geibig - EcoForm,,"Part B: Flooring EPD Requirements. UL 10010-7, September 28, 2018",TRACI 2.1,GaBi 9,GaBi Service Pack 39,75,
1a5a48,EPD10294,,,,,,,2024,,"Concrete - 0-2500 psi, >50% SCM mix",NRMCA,N.A. Avg.,,,,US,,178.7,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
43fe24,EPD10294,,,,,,,2024,,"Concrete - 2501-3000 psi, Standard mix",NRMCA,N.A. Avg.,,,,US,,311.39,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
809f93,EPD10294,,,,,,,2024,,"Concrete - 2501-3000 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,,,US,,244.3,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
900b85,EPD10294,,,,,,,2024,,"Concrete - 2501-3000 psi, >50% SCM mix",NRMCA,N.A. Avg.,,,,US,,197.1,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
921b8b,EPD10294,,,,,,,2024,,"Concrete - 0-2500 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,,,US,,199.73,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
949348,EPD10294,,,,,,,2024,,"Concrete - 0-2500 psi, Standard mix",NRMCA,N.A. Avg.,,,,US,,279.56,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
a7c43b,EPD10294,,,,,,,2024,,"Concrete - 2501-3000 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,,,US,,268.4,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
b7e1fe,EPD10294,,,,,,,2024,,"Concrete - 0-2500 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,,,US,,241.6,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
c50635,EPD10294,,,,,,,2024,,"Concrete - 2501-3000 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,,,US,,220.82,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
d6132a,EPD10294,,,,,,,2024,,"Concrete - 0-2500 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,,,US,,220.4,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33333,EPD10294,,,,,,,2024,,"Concrete - 3001-4000 psi, Standard mix",NRMCA,N.A. Avg.,,,,US,,383.6,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33334,EPD10294,,,,,,,2024,,"Concrete - 3001-4000 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,,,US,,329.2,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33335,EPD10294,,,,,,,2024,,"Concrete - 3001-4000 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,,,US,,298.6,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33336,EPD10294,,,,,,,2024,,"Concrete - 3001-4000 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,,,US,,268.9,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33337,EPD10294,,,,,,,2024,,"Concrete - 3001-4000 psi, >50% SCM mix",NRMCA,N.A. Avg.,,,,US,,238.7,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33338,EPD10294,,,,,,,2024,,"Concrete - 4001-5000 psi, Standard mix",NRMCA,N.A. Avg.,,,,US,,468.9,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33339,EPD10294,,,,,,,2024,,"Concrete - 4001-5000 psi, 20-29% Fly Ash",NRMCA,N.A. Avg.,,,,US,,401.0,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33340,EPD10294,,,,,,,2024,,"Concrete - 4001-5000 psi, 30-39% FA/SL",NRMCA,N.A. Avg.,,,,US,,363.0,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33341,EPD10294,,,,,,,2024,,"Concrete - 4001-5000 psi, 40-49% FA/SL mix",NRMCA,N.A. Avg.,,,,US,,325.8,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
s33342,EPD10294,,,,,,,2024,,"Concrete - 4001-5000 psi, >50% SCM mix",NRMCA,N.A. Avg.,,,,US,,288.1,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD10294,Industry average,,NSF,,,,,,,,,,
1742d8,EPD10310,,,,,,,2024,,"Drywall 1/2"" Type C",Georgia-Pacific,ToughRock Fireguard C,Type C,,,US,,285,1000 ft2,,,,,,,,,,,,,,,8.128,kg/m2,,,,,,,,,,,,,,,,,EPD10310,Product-specific,,NSF,,,,,,,,,,
INT004,EPD10312,,,,,,,2024-12-19,,"Drywall 5/8""",Georgia-Pacific,"5/8"" ToughRock® Fireguard C® Gypsum Panel
5/8” Type C (Generic name)",5/8'' type X,,US,US & CA,,296,1000 ft2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gypsum,,,,,EPD10312,Product-specific,Georgia-Pacific Gypsum LLC,Georgia-Pacific LLC,"NSF Certification, LLC",External,Jenny Oorbeck & Jack Geibig – EcoForm,--,"Product Category Rules
for North American Gypsum Panel Products – Gypsum PCR-2019: v1.",TRACI 2.1,GaBi 9.5.2.49,"GaBi Database, Service Pack 40",60,
CER002,EPD10355,,,,,,,2025-05-22,,Ceramic tile,Fireclay Tile,Ceramic - recycled content,Standard and Second grade,,US,US & CA,,45.9,m²,,,,,,,,,,,,,,,17.58,kg/m2,,,,,,,,,0.0079,,,Ceramic,,,,,EPD10355,Product-specific,Fireclay Tile,,NSF,External,"Terrie Boguski, Harmony Environmental, LLC",,"Part B: Flooring EPD Requirements.UL 10010-7, September 28, 2018",TRACI 2.1,GaBi 9,GaBi Service Pack 39,75,
GYP001,EPD10358,,,,,,,2025-05-21,,Gypsum panels - glass mat,Georgia-Pacific Gypsum LLC,"1/2"" DensGlass® Sheathing Gypsum Pane","1/2""",,US,US & CA,,400,92.9m2,,,,,,,,,,,,,,,9.96,kg/m2,,,,,,,,,,,,Gypsum,,,,,EPD10358,Product-specific,Georgia-Pacific Gypsum LLC,Georgia-Pacific LLC,"NSF Certification, LLC",External,Jenny Oorbeck & Jack Geibig – EcoForm,--,"Product Category Rules for North American
Gypsum Boards – Gypsum PCR-2019: v1.
ISO 21930 Sustainability in building construction",TRACI 2.1,GaBi 9.5.2.49,"GaBi Database, Service Pack 41",60,
INT003,EPD10360,,,,,,,2025-05-21,,"Drywall 1/2""",Georgia-Pacific,ToughRock Mold-Guard,"1/2"" (12.7 mm)",,US,US & CA,,237,92.9m2,,,,,,,,,,,,,,,774,kg/92.9m2,8.33,kg/m2,,,,,,,0.0127,,,,,,,,EPD10360,Product-specific,Georgia-Pacific,,NSF,External,Jack Geibig - EcoForm,,"NSF International, Product Category Rules for North American Gypsum Boards – Gypsum PCR-2019: v1.",TRACI 2.1,GaBi 9,GaBi Service Pack 40,,
LIN006,EPD10362,,,,,,,2025-11-05,,Linoleum flooring,Mannington,Legato Flooring,liquid applied,,US,US & CA,,2.65,m²,,,,,,,,,,,,,,,0.9,kg/dm3,1.98,kg/m2,,,,,,,0.0022,,,Linoleum,,,,,EPD10362,Product-specific,Mannington,,NSF,External,"Terrie Boguski, Harmony Environmental, LLC",,"PCR for Resinous Flooring Coatings, Version 1, NSF International 
 National Center for Sustainability Standards, valid through December 17, 2023",TRACI 2.1,GaBi 9,GaBi Service Pack 39,30,
RRR111,EPD10396,,,,,,,2025-07-29,,Asphalt Shingles,GAF,Timberline Cool Series,,,US,US & CA,,4.34,m²,,,,,,,,,,,,,,,10.12,kg/m2,Excl. Fasteners,,,,,,,,,,,Asphalt Shingles,,,,,EPD10396,Product-specific,GAF,,NSF,External,Jack Geibig - EcoForm,,"UL PCR Part B: Asphalt Shingles, Built-up Asphalt Membrane Roofingand Modified Bituminous Membrane Roofing EPD Requirements (UL10010-11)",TRACI 2.1,GaBi 9,GaBi Service Pack 40,,
2b19ae,EPD10397,,,,,,,2025,,Asphalt Shingles,GAF,Timberline,Timberline,,,US,,3.88,m²,,,,,,,,,,,,,,,9.83,kg/m2,,,,,,,,,,,,,,,,,EPD10397,Product-specific,,NSF,,,,,,,,,,
84c2b6,EPD10447,,,,,,,2025-10-06,,"Brick, Clay, Generic Modular",Brick Industry Association,US-Canada Industry Average,GWP by volume,,,US & CA,,503,m3 of brick,,,,,,,,,,,,,,,2120,kg/m3,,,,,,,,,,,,,,,,,EPD10447,Industry average,Brick Industry Association,PRé Consultants,NSF,,"Terrie Boguski, Harmony Environmental",,,,,,,
e73378,EPD10447,,,,,,,2025-10-06,,"Brick, Clay, Generic Modular",Brick Industry Association,US-Canada Industry Average,"3-5/8"" x 2-3/4"" x 7-5/8"" incl. 3/8"" mortar",,,US & CA,,503,m3 of brick,,,,,,,,,,,,,,,269,kgCO2/m3 mortar,,"83% brick, 17% mortar",,,,,0.203,0.102,0.070,0.00144942,,,,,,,EPD10447,Industry average,Brick Industry Association,PRé Consultants,NSF,,"Terrie Boguski, Harmony Environmental",,,,,,,
d0rm3c,EPD10465,,,,,,,2025-11-04,,Polyiso - roof boards / GRF facer,PIMA,"Atlas, Firestone, GAF, Johns Manville, Rmax, Carlisle, Iko, Soprema",R 5.8/inch,,US & CA,US & CA,,2.1086,m2•RSI,,,,,,,,,,,,,,,37.64,kg/m3,,,5.6,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD10465,Industry average,,NSF,,,,,,,,,,
f2l0sm,EPD10465,,,,,,,2025-11-04,,Polyiso - roof boards / CGF facer,PIMA,"Atlas, Firestone, GAF, Johns Manville, Rmax, Carlisle, Iko, Soprema",R 5.8/inch,,US & CA,US & CA,,2.9486,m2•RSI,,,,,,,,,,,,,,,37.64,kg/m3,,,5.6,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD10465,Industry average,,NSF,,,,,,,,,,
n9cx2a,EPD10466,,,,,,,2025-11-04,,Polyiso - wall boards,PIMA,"Includes: Atlas, Firestone, GAF, Johns Manville, Rmax, Carlisle, Iko, Soprema",R 6.5/inch,,,US,,4.0959,m2•RSI,,,,,,,,,,,,,,,49.09,kg/m3,,,6.5,0.02218787692,,,,,,,,Polyisocyanurate,,,,,EPD10466,Industry average,,Long Trail Sustainability,NSF,External,Harmony Environmental,ISO 21930:2017,,,,"US LCI (2015), Ecoinvent v3.5, Datasmart (2018)",,
l2j0sa,EPD10467,,,,,,,2025-11-04,,Polyiso - roof boards / CGF facer,PIMA,"Atlas, Firestone, GAF, Johns Manville, Carlisle, Iko, Soprema",R 5.8/inch,,US & CA,US & CA,,10.678,m2•RSI,,,,,,,,,,,,,,,37.64,kg/m3,,,5.0,0.02884424,,,,,,,,Polyisocyanurate,,,,,EPD10467,Industry average,,NSF,,,,,,,,,,
bbb008,EPD10568,,,,,,,2026,,Liquid applied barrier,Carlisle,Barrithane VP,40 mils,,US,US & CA,,5.2,m²,,,,,,,,,,,,,,,1.498,m2/kg,,,,,,,,,,,,Barrier,,,,,EPD10568,Product-specific,Carlisle Coatings & Waterproofing,intertek sustainability,NSF,External,"Jack Geibig, Ecoform",ISO 14044,Water-resistive and air barriers,Traci 2.1,Simapro 9.01,Ecoinvent 3.6,,
bbb024,EPD10568,,,,,,,2026,,Liquid applied waterproofing,Carlisle,MiraSEAL & MiraTITE,,,US,US & CA,,8.4,m²,,,,,,,,,,,,,,,0.484,m2/kg,,,,,,,,,,,,Barrier,,,,,EPD10568,Product-specific,Carlisle Coatings & Waterproofing,intertek sustainability,NSF,External,"Jack Geibig, Ecoform",ISO 14044,Water-resistive and air barriers,Traci 2.1,Simapro 9.01,Ecoinvent 3.6,,
bbb023,EPD10572,,,,,,,2026,,Adhesive,Carlisle,MirPLY V,,,US,US & CA,,8.6,m²,,,,,,,,,,,,,,,0.471,m2/kg,,,,,,,,,,,,Barrier,,,,,EPD10572,Product-specific,Carlisle Coatings & Waterproofing,intertek sustainability,NSF,External,"Jack Geibig, Ecoform",ISO 14044,Water-resistive and air barriers,Traci 2.1,Simapro 9.01,Ecoinvent 3.6,,
LVT006,EPD10668,,,,,,,2026,,Luxury vinyl tile (LVT),Mannington,All tile & plank models,4.0 mm,,US,US & CA,,10.1,m2,,,,,,,,,,,,,,,5.45,kg/m2,,,,,,,,,,,,Luxury vinyl tile,,,,,EPD10668,Product-specific,Mannington Mills,,,,,,,TRACI 2.1,,,,
LVT011,EPD10668,,,,,,,2026-10-29,,Vinyl flooring,Mannington,Luxury Vinyl Tile,2.5 mm Tile and Plank,,US,US & CA,,6.51,m²,,,,,,,,,,,,,,,2.79,kg/m2,,,,,,,,,0.003,,,Vinyl,,,,,EPD10668,Product-specific,Mannington,,NSF,External,Jack Geibig - EcoForm,,"Part B: Flooring EPD Requirements. UL 10010-7, September 28, 2018",TRACI 2.1,GaBi 10,GaBi 2021.2,30,
bbb016,EPD10786,,,,,,,2027-09-26,,Liquid applied barrier,GCP,Perm-a-Barrier NPL 10,1 mm,,US,US & CA,,4.8,m²,,,,,,,,,,,,,,,1.4,g/cm3,,,,,,,,,0.001,,,,,,,,EPD10786,Product-specific,GCP,,NSF,External,Jack Geibig - EcoForm,,ASTM International Water-Resistive and Air Barriers,TRACI 2.1,GaBi 10,GaBi 2021.2,NA,
bbb017,EPD10786,,,,,,,2027-09-26,,Liquid applied barrier,GCP,Perm-a-Barrier VPL,0.64 mm,,US,US & CA,,4.01,m²,,,,,,,,,,,,,,,1.4,g/cm3,,,,,,,,,0.001,,,,,,,,EPD10786,Product-specific,GCP,,NSF,External,Jack Geibig - EcoForm,,ASTM International Water-Resistive and Air Barriers,TRACI 2.1,GaBi 10,GaBi 2021.2,NA,
bbb018,EPD10786,,,,,,,2027-09-26,,Liquid applied barrier,GCP,Perm-a-Barrier VPL 50 RS,0.51 mm,,US,US & CA,,1.53,m²,,,,,,,,,,,,,,,1.4,g/cm3,,,,,,,,,0.001,,,,,,,,EPD10786,Product-specific,GCP,,NSF,External,Jack Geibig - EcoForm,,ASTM International Water-Resistive and Air Barriers,TRACI 2.1,GaBi 10,GaBi 2021.2,NA,
bbb019,EPD10786,,,,,,,2027-09-26,,Sheet barrier,GCP,Perm-a-Barrier NPS,1 mm,,US,US & CA,,1.12,m²,,,,,,,,,,,,,,,1.4,g/cm3,,,,,,,,,0.001,,,,,,,,EPD10786,Product-specific,GCP,,NSF,External,Jack Geibig - EcoForm,,ASTM International Water-Resistive and Air Barriers,ASTM International Water-Resistive and Air Barriers,ASTM International Water-Resistive and Air Barriers,ASTM International Water-Resistive and Air Barriers,NA,
bbb011,EPD10787,,,,,,,2027,,Adhesive barrier,GCP,Perm-a-Barrier,1 mm,,US,US & CA,,1.94,m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPD10787,Product-specific,GCP,WAP Sustainability,NSF,External,"Tony Favilla, NSF",,ASTM International Water-Resistive and Air Barriers,ASTM International Water-Resistive and Air Barriers,ASTM International Water-Resistive and Air Barriers,ASTM International Water-Resistive and Air Barriers,,
INT000,EPD10792,,,,,,,2027-10-21,,"Drywall 1/2""",National Gypsum,Gold Bond XP Gypsum Board,"1/2"" (12.7 mm)",,US,US & CA,,428.0,92.9m2,,,,,0.549,,,,,,,,,,859,kg/92.9m2,9.25,kg/m2,,,,859,,,,,,Gypsum,,,,,EPD10792,Product-specific,National Gypsum,,NSF,External,Jack Geibig - EcoForm,,"NSF PCR for Gypsum Panel Products (Version 1.1, 2020)",TRACI 2.1,GaBi 10,GaBi 2021.2,75,
INT005,EPD10792,,,,,,,2027-10-21,,"Drywall 5/8""",National Gypsum,Gold Bond XP Fire-Shield Gypsum Board,5/8'' type X,,US,US & CA,,481.0,92.9m2,,,,,0.527,,,,,,,,,,1195,kg/92.9m2,12.86,kg/m2,,,,1195,,,,,,Gypsum,,,,,EPD10792,Product-specific,National Gypsum,,NSF,External,Jack Geibig - EcoForm,,"NSF PCR for Gypsum Panel Products (Version 1.1, 2020)",TRACI 2.1,GaBi 10,GaBi 2021.2,75,
EPS004,EPD10841,,,,,,,2028,,EPS foam board with graphite,BASF,Neopor F 5200 Plus,"R 4.7-inch, Type IX, 25 psi",,US & CA,US & CA,,2.944,m2•RSI,,,,,,,,,,,,,,,21.62,kg/m3,,,4.7,0.0306854,,,,,,,,EPS Foam,,,,,EPD10841,Product-specific,BASF Corporation,Intertek Deutschland,NSF,External,Ecoform,ISO 21930:2017,"Sub-category Part B: Building Envelope Thermal Insulation EPD
Requirements, Version 2.0 (2018",TRACI 2.1,SimaPro 9.4.0.2,Ecoinvent 3.11,,
