beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL
INT006,EPD 216,,,,,,,2026-04-06,,"Drywall 5/8"" Type X",USG,5/8 in. (15.9 mm) Sheetrock ® Brand EcoSmart Panels Firecode® X,5/8'' type X,,US,US & CA,,219,1000 ft2,,,,,,,,,,,,,,,8.8,kg/m2,,,,,,,,,,,,Gypsum,,,,,EPD 216,Product-specific,USG Corporation,"Thomas P. Gloria, Industrial Ecology
Consultants",ASTM International,External,"Tim Brooke, ASTM International",--,"NSF International - Product Category Rule for Environmental Product Declarations, PCR for Gypsum Panel Products,
v1.1, April 2020. UL Environment - Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Joint
Compound EPD Requirements, ULE 10010-30, v.1, August 3, 2016",TRACI 2.1,Gabi version unspecified,---,75,
EWF003,EPD-234,,,,,,,07-2026,,Engineered Wood Flooring,CRAFT Artisan Wood Floors,Engineered Wood Flooring,"5/8"",  SFI Certified",,,CAN,,15.4,m²,,,,,,,,,,,,,,,8.44,"kg/m2 at 5/8""",,,,,,,,,0.019,,,,,,,,EPD-234,Product-specific,,ASTM International,ASTM International,,,,,,,,,
LAM004,EPD246,,,,,,,2026-08-19,,Glued Laminated Timber (Glulam),Western Archrib,Glued Laminated Timber,Manitoba,,CA,US & CA,,169.48,m³,,,,,784.53,,,,,,,,,,,,,,,,,,,,,,,Glulam,,,,,EPD246,Plant-specific,WA Enterprises Ltd,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [16",TRACI 2.1,SimaPro v8.6,"USLCI [13], Ecoinvent 3.5 [17], Datasmart [12]",--,
LAM005,EPD247,,,,,,,2026-08-19,,Glued Laminated Timber (Glulam),Western Archrib,Glued Laminated Timber,Alberta,,CA,US & CA,,369.8,m³,,,,,784.53,,,,,,,,,,,,,,,,,,,,,,,Glulam,,,,,EPD247,Plant-specific,WA Enterprises Ltd,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [16",TRACI 2.1,SimaPro v8.6,"USLCI [13], Ecoinvent 3.5 [17], Datasmart [12]",--,
POLY10,EPD 253,,,,,,,2026-09-17,,Polyiso - wall boards,Hunter,Polysio Wall insulation boards,"R 6.5/inch, 20 psi",,US,US & CA,,4.25,m2•RSI,,,,,,,,,,,,,,,33.73,kg/m3,,,6.30,0.02289225397,,,,,,,,Polyisocyanurate,,,,,EPD 253,Product-specific,Hunter,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.06,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",75,
POLY00,EPD254,,,,,,,2026-09-17,,Polyiso - roof boards,Carlisle SynTec Systems,High density cover boards,"Type II, R 5.0-inch, 80 psi",,US,US & CA,,10.95,m2•RSI,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,Polyisocyanurate,,,,,EPD254,Product-specific,Carlisle SynTec Systems,"Shelly Severinghaus, LCACP
Long Trail Sustainability",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmenta",--,"Part B: Building Thermal
Insulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:
2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),ecoinvent v3.5,40,
POLY03,EPD255,,,,,,,2026-09-17,,Polyiso - roof boards,Carlisle SynTec Systems,CGF facer,"Type II R 5.6-inch, 16 psi",,US,US & CA,,3.02,m2•RSI,,,,,,,,,,,,,,,,,,,5.60,,,,,,,,,Polyisocyanurate,,,,,EPD255,Product-specific,Carlisle SynTec Systems,"Shelly Severinghaus, LCACP
Long Trail Sustainability",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmenta",--,"Part B: Building Thermal
Insulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:
2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),ecoinvent v3.5,40,
POLY06,EPD 255,,,,,,,2026-09-17,,Polyiso - roof boards,Carlisle,GRF cellulosic facer,"Type II R 5.6-inch, 16 psi",,US,US & CA,,2.18,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.60,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD 255,Product-specific,Carlisle,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building Thermal Insulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930: 2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI (NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
s76tf2,EPD 266,,,,,,,2026-10-29,,Window - double-glazed,Inline Fiberglass,"300 Series Tilt and Turn, 300 Series Fixed, 325 Series Awning/Casement, 325 Series Fixed, and 400 Series",Fiberglass frame,,Canada,CAN,,75.7,m²,,,,,,,,,,,,,,,,,31.02564103,kg/m2 window,,,,60.5,1.300,1.500,,,,,,,,,EPD 266,Product-specific,Inline,ASTM International,ASTM International,External,ASTM International,ISO 14025,ISO 21930; Earthsure Cradle to Gate Window Product Category Rule 30171600-2015,,,,,
POLY02,EPD 267,,,,,,,2026-11-12,,Polyiso - roof boards,Hunter,High density cover boards,"Type II, R 5.0-inch, 80 psi",,US,US & CA,,10.95,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.00,0.02884424,,,,,,,,Polyisocyanurate,,,,,EPD 267,Product-specific,Hunter,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
POLY01,EPD 268,,,,,,,2026-11-12,,Polyiso - roof boards,Versico,High density cover boards,"Type II, R 5.0-inch, 80 psi",,US,US & CA,,10.95,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.00,0.02884424,,,,,,,,Polyisocyanurate,,,,,EPD 268,Product-specific,Versico,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
POLY04,EPD 270,,,,,,,2026-11-12,,Polyiso - roof boards,Versico,"VersiCore, SecurShield, DuraFaceR","Type II R 5.6-inch, 16 psi",,US,US & CA,,3.02,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.60,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD 270,Product-specific,Versico,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
POLY08,EPD 270,,,,,,,2026-11-12,,Polyiso - roof boards,Versico,"VersiCore, SecurShield, DuraFaceR","Type II R 5.6-inch, 16 psi",,US,US & CA,,2.176,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.60,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD 270,Product-specific,Versico,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
POLY05,EPD 271,,,,,,,2026-11-12,,Polyiso - roof boards,Hunter,H-Shield CG,"Type II R 5.6-inch, 16 psi",,US,US & CA,,3.02,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.60,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD 271,Product-specific,Hunter,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
POLY07,EPD 271,,,,,,,2026-11-12,,Polyiso - roof boards,Hunter,H-Shield,"Type II R 5.6-inch, 16 psi",,US,US & CA,,2.18,m2•RSI,,,,,,,,,,,,,,,28.92,kg/m3,,,5.60,0.02575378571,,,,,,,,Polyisocyanurate,,,,,EPD 271,Product-specific,Hunter,"Shelly Severinghaus, LCACP",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",,"Part B: Building ThermalInsulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018)",40,
POLY09,EPD273,,,,,,,2026-11-12,,Polyiso - wall boards,Carlisle Coatings and Waterproofing (CCW),R2®+ Wall Polyiso,"R 6.3/inch, 20 psi",,US,US & CA,,4.25,m2•RSI,,,,,,,,,,,,,,,,,,,6.30,,,,,,,,,Polyisocyanurate,,,,,EPD273,Product-specific,Carlisle Coatings and Waterproofing (CCW),"Shelly Severinghaus, LCACP
Long Trail Sustainability",ASTM International,External,"Terrie Boguski, P.E. – Harmony Environmental",--,"Part B: Building Thermal
Insulation EPD Requirements (UL10010-1, Version 2.0), and ISO 21930:
2017",TRACI 2.1 version 1.05,SimaPro (Version 9.0.0.35),"ecoinvent v3.5, Cut-off at Classification (ecoinvent centre, 2018), US LCI
(NREL, 2015) and DATASMART v2018.1 (Long Trail Sustainability, 2018",75,
3kglse,EPD-283,,,,,,,2026-12-15,,XPS foam board,Soprema,SOPRA-XPS (entire product line),R 5.0/inch,,Canada,US & CA,,1.92588,m2•RSI,,,,,,,,,,,,,,,32.8,kg/m3,1.102,kg/m2 at RSI1,5,0.02884424,,,2.438,0.610,,,,XPS Foam,,,,,EPD-283,Product-specific,SOPREMA,CT Consultant,ASTM International,External,MB Service Conseil (Marie Bellemare),,,TRACI version 2.1,OpenLCA version 1.10.3,ecoinvent version 3.6,,
LAM008,EPD295,,,,,,,2027-03-16,,Cross Laminated Timber,Kalesnikoff Lumber Co.,Cross Laminated Timber CLT,"3-1/2""",,CA,US & CA,,124.5,m3,,,,,1045.63,,,,,,,,,,446,kg/m3,,,,,,,,,0.089,,,Wood,,,,,EPD295,Product-specific,Kalesnikoff Lumber Co.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirement 10010-9 (Version
1.1).",TRACI 2.1,SimaPro v8.5,"USLCI [9], Ecoinvent 3.5 [15], Datasmart [8]",75,
LAM003,EPD296,,,,,,,2027-03-16,,Glued Laminated Timber (Glulam),Kalesnikoff Lumber Co.,Glulam,BC,,CA,US & CA,,124.5,m³,,,,,817.67,,,,,,,,,,481.68,kg/m3,,,,,,,,,,,,Glulam,,,,,EPD296,Product-specific,Kalesnikoff Lumber Co.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirement 10010-9 (Version
1.1).",TRACI 2.1,SimaPro v8.5,"USLCI [9], Ecoinvent 3.5 [15], Datasmart [8]",75,
VIN001,EPD 325,,,,,,,2027-07-15,,Vinyl Siding,Vinyl Siding Institute,"Double 4.5"" products from: American Original, Associated Materials, CertainTeed, Novik, Ply Gem","0.040"" Double 4.5""",,,US & CA,,4.71,m2,,,,,,,,,,,,,,,1430,kg/m3,,,,,,,,,,,,,,,,,EPD 325,Industry average,Vinyl Siding Institute,ASTM,ASTM,External,"Lindita Bushi, Ph.D,",,,,,,,
VIN002,EPD 326,,,,,,,2027,,Insulated Vinyl Siding,Vinyl Siding Institute,"CertainTeed, Cornerstone, Associated Materials, Progressive Foam, ProVia, Westlake Royal",38.1 mm,,US & CA,US & CA,,6.1,m2,,,,,,,,,,,,,,,2.53,kg/m2,,,0.47,0.3100000,,,,,,,,Vinyl,,,,,EPD 326,Industry average,Vinyl Siding Institute,ASTM,ASTM,External,"Lindita Bushi, Athena Sustainable Materials Institute",ISO 21930:2017,"Part B: Cladding Product Systems EPD Requirements, 2nd ed.",TRACI 2.1,SimaPro 9.2.0.2,,50,
VIN000,EPD 327,,,,,,,2027-07-15,,Polypropylene siding,Vinyl Siding Institute,,"0.085"" Single 7"" ""Cedar"" Shake",,US & CA,US & CA,,9.81,m2,,,,,,,,,,,,,,,1025,kg/m3,9.29,m2/100ft2,,,,,,,0.002,,,Polypropylene,,,,,EPD 327,Industry average,Vinyl Siding Institute,ASTM,,External,"Lindita Bushi, Ph.D,",,,,,,50,
CMU000,EPD-338,,,,,,,2027-09-06,,CMU - Light weight,"Canadian Concrete Masonry Producers Assn, East Region","8"" Light weight blocks",390 x 190 x 190 mm,,CAN,US & CA,,177,m3,,,,,,,,,,,,,,,1722.56,kg/m3,186,kg/m2 of wall,,,,,0.390,0.190,0.190,,,Concrete,,,,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,Timothy S. Brooke,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.0,,Athena Concrete LCA Calculator v2,SimaPro 8.5,,
CMU001,EPD-338,,,,,,,2027-09-06,,CMU - Light weight,"Canadian Concrete Masonry Producers Assn, West Region","8"" Light weight blocks",390 x 190 x 190 mm,,CAN,US & CA,,214,m3,,,,,,,,,,,,,,,1722.56,kg/m3,186,kg/m2 of wall,,,,,0.390,0.190,0.190,,,Concrete,,,,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,Timothy S. Brooke,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.0,,Athena Concrete LCA Calculator v2,SimaPro 8.5,,
CMU002,EPD-338,,,,,,,2027,,CMU - Normal weight,"Canadian Concrete Masonry Producers Assn, East Region","8"" Normal weight blocks",390 x 190 x 190 mm,,CAN,US & CA,,205,m3,,,,,,,,,,,,,,,2186.12,kg/m3,223,kg/m2 of wall,,,,,0.390,0.190,0.190,,,Concrete,,,,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,ASTM,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.1,,Athena Concrete LCA Calculator v3,SimaPro 8.6,,
CMU003,EPD-338,,,,,,,2027,,CMU - Normal weight,"Canadian Concrete Masonry Producers Assn, West Region","8"" Normal weight blocks",390 x 190 x 190 mm,,CAN,US & CA,,252,m3,,,,,,,,,,,,,,,2186.12,kg/m3,223,kg/m2 of wall,,,,,0.390,0.190,0.190,,,Concrete,,,,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,ASTM,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.1,,Athena Concrete LCA Calculator v3,SimaPro 8.6,,
91617a,EPD 3409-8229,,,,,,,2022,,Wood roof truss,Quebec Wood Export Bureau,Common (Double Howe) Gable Roof,"2x6 Chords, 2x4 Webs, 4:12 Pitch, 40 ft span, 20"" overhang",,,CAN,,178,m3,,,,,,,,,,,,,,,417,kg/m3,0.0142,m3/linear m,,,,,,,,,,,,,,,EPD 3409-8229,Composite of EPDs,,CSA Group,,,,,,,,,,
A12363,EPD 346,,,,,,,2027-07-27,,"Concrete - 25 MPa, 20% FA, GUL",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,255.8,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
A12364,EPD 346,,,,,,,2027-07-27,,"Concrete - 30 MPa, 20% FA, GUL",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,292.0,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
A12365,EPD 346,,,,,,,2027-07-27,,"Concrete - 35 MPa, 20% FA, GUL",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,323.72,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc100,EPD 346,,,,,,,2027-07-27,,"Concrete - 35 MPa, 10% FA, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,397.06,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc101,EPD 346,,,,,,,2027-07-27,,"Concrete - 35 MPa, 20% FA, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,358.54,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc93,EPD 346,,,,,,,2027-07-27,,"Concrete - 25 MPa, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,341.8,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc94,EPD 346,,,,,,,2027-07-27,,"Concrete - 25 MPa, 10% FA, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,312.37,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc95,EPD 346,,,,,,,2027-07-27,,"Concrete - 25 MPa, 20% FA, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,282.5,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc96,EPD 346,,,,,,,2027-07-27,,"Concrete - 30 MPa, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,384.98,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc97,EPD 346,,,,,,,2027-07-27,,"Concrete - 30 MPa, 10% FA, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,351.67,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc98,EPD 346,,,,,,,2027-07-27,,"Concrete - 30 MPa, 20% FA, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,317.9,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc99,EPD 346,,,,,,,2027-07-27,,"Concrete - 35 MPa, GU",Concrete Alberta,Can. Alberta Avg.,,,CA,CA,,435.13,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 346,Industry average,Concrete Alberta,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
A12361,EPD 347,,,,,,,2027-07-27,,"Concrete - 25 MPa, 40% FA, GUL",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,252.18,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
A12362,EPD 347,,,,,,,2027-07-27,,"Concrete - 30 MPa, 40% FA, GUL",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,270.08,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
A12368,EPD 347,,,,,,,2027-07-27,,"Concrete - 35 MPa, 40% FA, GUL",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,300.26,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc78,EPD 347,,,,,,,2027-07-27,,"Concrete - 25 MPa, GU",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,387.2,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc79,EPD 347,,,,,,,2027-07-27,,"Concrete - 25 MPa, 10% FA, GU",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,357.51,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc80,EPD 347,,,,,,,2027-07-27,,"Concrete - 25 MPa, 20% FA, GU",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,327.82,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc81,EPD 347,,,,,,,2027-07-27,,"Concrete - 25 MPa, 30% FA, GU",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,298.12,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
aaacc82,EPD 347,,,,,,,2027-07-27,,"Concrete - 25 MPa, 40% FA, GU",Atlantic Concrete Association,Can. Atlantic Avg.,,,CA,CA,,268.43,m3,,,,,,,,,,,,,,,2305,kg/m3,,,,,,,,,,,,,,,,,EPD 347,Industry average,Atlantic Concrete Association,Athena Sustainable Materials Institute,ASTM,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"NSF International Product Category Rule (PCR) for Concrete Version 2.1 (August 2021),",TRACI 2.1 V1.02,,,,
