beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,row_coverage_pct,mismatch_detail
BAM004,EPD-NIBE-20210322-18246,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,MISMATCH,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,8.0%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Hard Bamboo flooring"" pdf=∅ | Manufacturer: beam=""MOSO International"" pdf=""Manufacturer"" | Product Brand Name: beam=""Grand, Eternal & Dynamic Collections, Ba"" pdf=∅ | Specifications: beam=""15mm, Moso HighDensity, caramel."" pdf=∅ | Countries of Manufacture: beam=""China"" pdf=""CHN"" | Markets of Applicability: beam=""Global"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""576.5"" pdf=∅ | GWP units kgCO2e per: beam=""m3"" pdf=∅ | GWP-bio from EPD: beam=""1549.3"" pdf=∅ | Density: beam=""1050"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Addn'l factors: beam=""15.75"" pdf=∅ | Addn'l factor units: beam=""kg/m2"" pdf=∅ | Depth (m): beam=""0.015"" pdf=∅ | Material Type: beam=""Bamboo"" pdf=""Hardwood"" | EPD ID: beam=""EPD-NIBE-20210322-18246"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""MOSO International BV"" pdf=""Manufacturer: MOSO"" | EPD/LCA Prepared by: beam=""NIBE"" pdf=∅ | EPD Program / Operator: beam=""NIBE"" pdf=∅ | EPD Standards: beam=""EN ISO 14025:2010"" pdf=""ISO 14025:2010, ISO 21930, EN15804, ISO "" | EPD PCR Guidelines: beam=""EN 15804+A2:2019"" pdf=∅"
BAM005,EPD-NIBE-20210322-18246,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,MISMATCH,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,8.0%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Hard Bamboo flooring"" pdf=∅ | Manufacturer: beam=""MOSO International"" pdf=""Manufacturer"" | Product Brand Name: beam=""Solid & Supra Collection"" pdf=∅ | Specifications: beam=""20mm, Moso HighDensity, caramel."" pdf=∅ | Countries of Manufacture: beam=""China"" pdf=""CHN"" | Markets of Applicability: beam=""Global"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""576.5"" pdf=∅ | GWP units kgCO2e per: beam=""m3"" pdf=∅ | GWP-bio from EPD: beam=""1549.3"" pdf=∅ | Density: beam=""1050"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Addn'l factors: beam=""13.65"" pdf=∅ | Addn'l factor units: beam=""kg/m2"" pdf=∅ | Depth (m): beam=""0.013"" pdf=∅ | Material Type: beam=""Bamboo"" pdf=""Hardwood"" | EPD ID: beam=""EPD-NIBE-20210322-18246"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""MOSO International BV"" pdf=""Manufacturer: MOSO"" | EPD/LCA Prepared by: beam=""NIBE"" pdf=∅ | EPD Program / Operator: beam=""NIBE"" pdf=∅ | EPD Standards: beam=""EN ISO 14025:2010"" pdf=""ISO 14025:2010, ISO 21930, EN15804, ISO "" | EPD PCR Guidelines: beam=""EN 15804+A2:2019"" pdf=∅"
BAM006,EPD-NIBE-20210322-18246,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,9.5%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Hard Bamboo flooring"" pdf=∅ | Manufacturer: beam=""MOSO International"" pdf=""Manufacturer"" | Product Brand Name: beam=""Bamboo Solid Beams"" pdf=∅ | Countries of Manufacture: beam=""China"" pdf=""CHN"" | Markets of Applicability: beam=""Global"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""576.5"" pdf=∅ | GWP units kgCO2e per: beam=""m3"" pdf=∅ | GWP-bio from EPD: beam=""1549.3"" pdf=∅ | Density: beam=""1050"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Material Type: beam=""Bamboo"" pdf=""Hardwood"" | EPD ID: beam=""EPD-NIBE-20210322-18246"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""MOSO International BV"" pdf=""Manufacturer: MOSO"" | EPD/LCA Prepared by: beam=""NIBE"" pdf=∅ | EPD Program / Operator: beam=""NIBE"" pdf=∅ | EPD Standards: beam=""EN ISO 14025:2011"" pdf=""ISO 14025:2010, ISO 21930, EN15804, ISO "" | EPD PCR Guidelines: beam=""EN 15804+A2:2020"" pdf=∅"
BAM008,EPD-NIBE-20210322-18247,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,MISMATCH,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,8.0%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Laminated Bamboo flooring"" pdf=∅ | Manufacturer: beam=""MOSO International"" pdf=""Manufacturer"" | Product Brand Name: beam=""Bamboo Elite & Elite Premium, Industrial"" pdf=∅ | Specifications: beam=""15mm, Side/Plain pressed, Moso Density, "" pdf=∅ | Countries of Manufacture: beam=""China"" pdf=""CHN"" | Markets of Applicability: beam=""Global"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""305.28"" pdf=∅ | GWP units kgCO2e per: beam=""m3"" pdf=∅ | GWP-bio from EPD: beam=""1140.8"" pdf=∅ | Density: beam=""700"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Addn'l factors: beam=""10.5"" pdf=∅ | Addn'l factor units: beam=""kg/m2"" pdf=∅ | Depth (m): beam=""0.015"" pdf=∅ | Material Type: beam=""Bamboo"" pdf=∅ | EPD ID: beam=""EPD-NIBE-20210322-18247"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""MOSO International BV"" pdf=""Manufacturer: MOSO"" | EPD/LCA Prepared by: beam=""NIBE"" pdf=∅ | EPD Program / Operator: beam=""NIBE"" pdf=∅ | EPD Standards: beam=""EN ISO 14025:2013"" pdf=""ISO 14025:2010, ISO 21930, EN15804, ISO "" | EPD PCR Guidelines: beam=""EN 15804+A2:2022"" pdf=∅"
INT007,EPD-NIBE-20210615-20084,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,—,MISMATCH,MISMATCH,MISMATCH,—,—,—,13.0%,"EPD Expiry: beam=""2026"" pdf=∅ | Material: beam=""MgO board 1/2"""" pdf=∅ | Product Brand Name: beam=""MAGOXX boards"" pdf=∅ | Specifications: beam=""1/2"""" pdf=∅ | Countries of Manufacture: beam=""China"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""6.7"" pdf=""7.8100000000000005"" | GWP units kgCO2e per: beam=""m2"" pdf=∅ | GWP-bio from EPD: beam=""0.4741"" pdf=""-0.5241"" | Density: beam=""1000"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Material Type: beam=""Magnesium oxide"" pdf=∅ | EPD ID: beam=""EPD-NIBE-20210615-20084"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""Sinh Build"" pdf=""3 4.1 Declared unit 8"" | EPD/LCA Prepared by: beam=""ReThink"" pdf=∅ | EPD Program / Operator: beam=""ReThink"" pdf=∅ | EPD PCR Guidelines: beam=""EN 15804:2012  NMD Determination method "" pdf=∅ | LCA Method: beam=""Version v3.03"" pdf=∅ | EPD LCA Software: beam=""NIBE v2.0"" pdf=∅"
BAM007,EPD-NIBE-20210625-20247,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,9.1%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Bamboo Cladding"" pdf=∅ | Manufacturer: beam=""MOSO International"" pdf=""Manufacturer"" | Product Brand Name: beam=""X-treme, all profiles"" pdf=∅ | Specifications: beam=""heat treated, 5/8"" (18 mm)"" pdf=∅ | Countries of Manufacture: beam=""China"" pdf=∅ | Markets of Applicability: beam=""Global"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""25.26"" pdf=∅ | GWP units kgCO2e per: beam=""m2 at 18 mm"" pdf=∅ | GWP-bio from EPD: beam=""32.73"" pdf=∅ | Density: beam=""1150"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Material Type: beam=""Bamboo"" pdf=""Hardwood"" | EPD ID: beam=""EPD-NIBE-20210625-20247"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""MOSO International BV"" pdf=""Manufacturer: MOSO"" | EPD/LCA Prepared by: beam=""NIBE"" pdf=∅ | EPD Program / Operator: beam=""NIBE"" pdf=∅ | EPD Standards: beam=""EN ISO 14025:2012"" pdf=""ISO 14025:2010, ISO 21930, EN15804, ISO "" | EPD PCR Guidelines: beam=""EN 15804+A2:2021"" pdf=∅"
bb05fc,EPD-PCE-20200299-IBB1-EN,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,27.8%,"Material: beam=""Foam glass board"" pdf=∅ | Product Brand Name: beam=""FOAMGLAS T4+"" pdf=∅ | Specifications: beam=""R 3.5/inch"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=""of Belgium (Tessenderlo plant)"" | Stated EPD kgCO2e / unit: beam=""1.45"" pdf=""1.43"" | GWP units kgCO2e per: beam=""kg"" pdf=∅ | Addn'l factors: beam=""4.5"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""3.517590244"" pdf=∅ | k, Thermal Conductivity: beam=""0.0410000"" pdf=""0.041"" | Material Type: beam=""Foam glass"" pdf=""Brick"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU - Institute Bauen und Umwelt e.V."" pdf=""of the Life Cycle"""
ebf499,EPD-PCE-20200300-IBB1-EN,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,27.8%,"Material: beam=""Foam glass board"" pdf=∅ | Product Brand Name: beam=""FOAMGLAS T3+"" pdf=∅ | Specifications: beam=""R 4.0/inch"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=""of Belgium (Tessenderlo plant)"" | Stated EPD kgCO2e / unit: beam=""1.5"" pdf=""1.45"" | GWP units kgCO2e per: beam=""kg"" pdf=∅ | Addn'l factors: beam=""3.42"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""4"" pdf=∅ | k, Thermal Conductivity: beam=""0.0360553"" pdf=""0.036"" | Material Type: beam=""Foam glass"" pdf=""Brick"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU - Institute Bauen und Umwelt e.V."" pdf=""of the Life Cycle"""
40c2ea,EPD-PCE-20200301-IBA1-EN,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,22.2%,"Material: beam=""Foam glass board"" pdf=∅ | Product Brand Name: beam=""FOAMGLAS F"" pdf=∅ | Specifications: beam=""R 2.9/inch"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=""of Belgium (Tessenderlo plant). If"" | Stated EPD kgCO2e / unit: beam=""1.49"" pdf=""1.45"" | GWP units kgCO2e per: beam=""kg"" pdf=∅ | Density: beam=""165.00"" pdf=""165"" | Addn'l factors: beam=""8.25"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""2.88"" pdf=∅ | k, Thermal Conductivity: beam=""0.0500768"" pdf=""0.05"" | Material Type: beam=""Foam glass"" pdf=""Brick"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU - Institute Bauen und Umwelt e.V."" pdf=""of the Life Cycle"""
8f8df3,EPD-PCE-20200302-IBA1-EN,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,27.8%,"Material: beam=""Foam glass board"" pdf=∅ | Product Brand Name: beam=""FOAMGLAS S3"" pdf=∅ | Specifications: beam=""R 3.2/inch"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=""of Belgium (Tessenderlo plant). If"" | Stated EPD kgCO2e / unit: beam=""1.5"" pdf=""1.44"" | GWP units kgCO2e per: beam=""kg"" pdf=∅ | Addn'l factors: beam=""5.85"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""3.2"" pdf=∅ | k, Thermal Conductivity: beam=""0.0450691"" pdf=""0.045"" | Material Type: beam=""Foam glass"" pdf=""Brick"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU - Institute Bauen und Umwelt e.V."" pdf=""of the Life Cycle"""
3fc60e,EPD-POR-20140214-IBC1-EN,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,25.0%,"Material: beam=""Vacuum Insulated Panel"" pdf=∅ | Product Brand Name: beam=""Vacupor"" pdf=∅ | Specifications: beam=""Fumed silica core, R 30/inch"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | GWP units kgCO2e per: beam=""m2 at 25 mm"" pdf=∅ | Density: beam=""181"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | R-value / inch: beam=""30"" pdf=∅ | k, Thermal Conductivity: beam=""0.0044"" pdf=∅ | Material Type: beam=""Vaccum Panel"" pdf=""Polyisocyanurate"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU"" pdf=""of the Life Cycle Assessment"""
www114,EPD-QKE-20220002-IBG1-DE,—,—,—,—,—,—,MATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,—,—,MATCH,MISMATCH,—,28.6%,"Material: beam=""Window, PVC-U frame"" pdf=∅ | Manufacturer: beam=""aluplast, Deceuninck, Caine, Gargiulo, G"" pdf=""QKE Qualit"" | Product Brand Name: beam=""PVC-U frame, tilt & turn"" pdf=∅ | Specifications: beam=""Double pane"" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""79.2"" pdf=""80"" | GWP units kgCO2e per: beam=""m2"" pdf=∅ | Material Type: beam=""Double pane window"" pdf=""Aluminum"" | EPD Type: beam=""Industry average"" pdf=∅ | EPD Owner: beam=""QKE, GKFP, EPPA"" pdf=""QKE Qualitätsverband Kunststofferzeugnis"" | EPD/LCA Prepared by: beam=""IBU"" pdf=""of the Life Cycle"" | EPD Verifying Agent: beam=""(can't identify signature)"" pdf=""(Managing Director Institut Bauen und Um"" | EPD PCR Guidelines: beam=""Windows and doors, 01.2021"" pdf=""This declaration is an association EPD."" | Product Service Life (Years): beam=""30"" pdf=∅"
www121,EPD-QKE-20220156-IBG1-DE,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,—,—,MATCH,MISMATCH,—,23.8%,"EPD Expiry: beam=""2026"" pdf=""2027-09-14"" | Material: beam=""Window, PVC-U frame"" pdf=∅ | Manufacturer: beam=""aluplast, Deceuninck, Caine, Gargiulo, G"" pdf=""IBU"" | Product Brand Name: beam=""PVC-U frame, tilt & turn"" pdf=∅ | Specifications: beam=""Triple pane"" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""95.2"" pdf=∅ | GWP units kgCO2e per: beam=""m2"" pdf=∅ | Material Type: beam=""Triple pane window"" pdf=""Aluminum"" | EPD Type: beam=""Industry average"" pdf=∅ | EPD Owner: beam=""QKE, GKFP, EPPA"" pdf=""IBU – Institut Bauen und Umwelt e.V. QKE"" | EPD/LCA Prepared by: beam=""IBU"" pdf=∅ | EPD Verifying Agent: beam=""Dr. Eva Schminkcke"" pdf=∅ | EPD PCR Guidelines: beam=""Windows and doors, 01.2021"" pdf=""This declaration is an association EPD."" | Product Service Life (Years): beam=""30"" pdf=∅"
bbb031,EPD-SIG-20220185-CBA1-EN,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,—,—,—,—,—,35.0%,"Material: beam=""Sheet barrier"" pdf=∅ | Product Brand Name: beam=""Majrex 200"" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=""AUT"" | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""1.2"" pdf=""1.17"" | GWP units kgCO2e per: beam=""m²"" pdf=∅ | Density: beam=""0.15"" pdf=∅ | Density Units: beam=""kg/m2"" pdf=∅ | Material Type: beam=""Barrier"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""Sphera Solutions GmbH"" pdf=""of the Life Cycle"" | EPD Verifying Agent: beam=""Vito D'Incognito"" pdf=∅ | EPD PCR Guidelines: beam=""False ceiling and underlay sheeting 11.2"" pdf=""This document applies to SIGA Majrex 200"""
ins026,EPD-STE-20150327-IBD1-EN,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,10.5%,"EPD Expiry: beam=""2025"" pdf=""2021-02-04"" | Material: beam=""Wood fiber board"" pdf=∅ | Product Brand Name: beam=""STEICOprotect S dry, STEICOsafe 40, STEI"" pdf=∅ | Specifications: beam=""R 3.6/inch, 40, 120, 140, 160, 180, 200 "" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""-81.57"" pdf=""-173.133"" | GWP units kgCO2e per: beam=""m3"" pdf=∅ | Density: beam=""210"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Addn'l factors: beam=""8.412903333"" pdf=∅ | Addn'l factor units: beam=""kg/m2•RSI"" pdf=∅ | R-value / inch: beam=""3.6"" pdf=∅ | k, Thermal Conductivity: beam=""0.04006144444"" pdf=""0.038"" | Material Type: beam=""Wood fibre"" pdf=""Wood fiber insulation"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU"" pdf=""of the Life Cycle Assessment"""
ins027,EPD-STE-20150327-IBD1-EN,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,10.5%,"EPD Expiry: beam=""2025"" pdf=""2021-02-04"" | Material: beam=""Wood fiber board"" pdf=∅ | Product Brand Name: beam=""STEICOprotect M dry, STEICOroof dry, STE"" pdf=∅ | Specifications: beam=""R 3.6/inch, 40, 120, 140, 160, 180, 200 "" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""-81.57"" pdf=""-173.133"" | GWP units kgCO2e per: beam=""m3"" pdf=∅ | Density: beam=""140"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Addn'l factors: beam=""5.608602222"" pdf=∅ | Addn'l factor units: beam=""kg/m2•RSI"" pdf=∅ | R-value / inch: beam=""3.6"" pdf=∅ | k, Thermal Conductivity: beam=""0.04006144444"" pdf=""0.038"" | Material Type: beam=""Wood fibre"" pdf=""Wood fiber insulation"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU"" pdf=""of the Life Cycle Assessment"""
ins028,EPD-STE-20150327-IBD1-EN,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,10.5%,"EPD Expiry: beam=""2025"" pdf=""2021-02-04"" | Material: beam=""Wood fiber board"" pdf=∅ | Product Brand Name: beam=""STEICOtherm dry, STEICOprotect L dry, ST"" pdf=∅ | Specifications: beam=""R 3.6/inch, 40, 120, 140, 160, 180, 200 "" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=∅ | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""-81.57"" pdf=""-173.133"" | GWP units kgCO2e per: beam=""m3"" pdf=∅ | Density: beam=""110"" pdf=∅ | Density Units: beam=""kg/m3"" pdf=∅ | Addn'l factors: beam=""4.406758889"" pdf=∅ | Addn'l factor units: beam=""kg/m2•RSI"" pdf=∅ | R-value / inch: beam=""3.6"" pdf=∅ | k, Thermal Conductivity: beam=""0.04006144444"" pdf=""0.038"" | Material Type: beam=""Wood fibre"" pdf=""Wood fiber insulation"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""IBU"" pdf=""of the Life Cycle Assessment"""
